,UserId,OfferId,OfferViewId,CountryCode,Category,Source,UtcDate,OfferTitle,User,Offer,Cat_clicks,Category_Name,Translate,Ancestor_ID,filha_1,filha_1_name,UserTotalClicks,ProductClicks
3831,735872a23cef4ab8cbf59f1d0c7c7dfb020796f9fc71fd516dadd8d4ee303988,8d2c024a6912371c6ed3930ae8f0d4b1,8d2c024a6912371c6ed3930ae8f0d4b1-10769812129555_1465159052908_2267087,fr,137001,b97084e1ce8caf1cdf015fbb57d09469faae2a3f0732b4efde2ebe3cf74703ac,2016-06-05 22:37:34.0,groupon goods Lit Athena LED 180 x 200cm simili cuir - Noir + Matelas mémoire de forme,294056,177277,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,8,107
4338,be06aaabbeebba65c8c31d38d534d78483cc4224023cf7b1e420212904acd772,7aa5d8bde288bf21b2885a0574dff6fd,7aa5d8bde288bf21b2885a0574dff6fd-107698412710_1465182288974_2154703,fr,137001,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-06 11:43:17.0,Lit Voiture Petit Enfant + Sommier + Rangement Vipack - Marque Anonyme,484184,153949,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,13,71
4851,9b5d8c74b571293ba76b178592993508ec42d3329fef5de8fee2ec2d20590cbe,e2667f471ee65359591a3129aa082ef0,e2667f471ee65359591a3129aa082ef0-10769813930956_1465207283277_539248,fr,137001,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-06 18:29:21.0,Lit Combiné Enfant Avec Rangements Rauch - Marque Anonyme,396009,283934,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,17,139
4854,7fb2d8d40b5d98c393a80044a960c50cdb40ec1b9804acfc86f077b950349a9b,c8d587afe12ddeeffc3f1fb99ec5b9d5,c8d587afe12ddeeffc3f1fb99ec5b9d5-10769812113571_1465016579139_2038849,fr,137001,e0deaf11e0e9a71eb50020e505b7e8d3dda6a6bd9b04f0394fb2a3395f6e7c08,2016-06-06 15:56:16.0,HAUCK Lit sleep n play go HAUCK,325575,251829,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,8,47
5235,758d7521ed026eb0083f1b8518ae6aef3bcbd098db001846d2b78e583baf029e,c96aefcaae3196b428287bfe5cf744c5,c96aefcaae3196b428287bfe5cf744c5-10769825010970_1465259052861_2358664,fr,137001,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-07 19:59:11.0,groupon goods Lit combiné - Blanc/Gris,299689,252550,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,10,137
5272,302dac4bf0bcd63d6d98040b614593d46c74685a29c207e6242934a22a423903,97796974f7c7bffd5e6f7587b66bf40e,97796974f7c7bffd5e6f7587b66bf40e-1076982536245_1465337888638_2902299,fr,137001,4abcf45e48765873cb1467a9d3f1c5bd97c277ded57a297603ba9a5a5584fc84,2016-06-08 00:43:57.0,Chambre à Coucher Adulte + Lit 2 Personnes + 2 Chevets + Armoire Dressing 2 Portes - Marque Anonyme,122856,190102,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,9,195
5338,9b5d8c74b571293ba76b178592993508ec42d3329fef5de8fee2ec2d20590cbe,0aab184ceccb9f33860de03918d8b0ee,0aab184ceccb9f33860de03918d8b0ee-1076984131185_1465266343654_1922612,fr,137001,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-07 10:18:30.0,Armoire Penderie En Pin Massif Et Tissu Home Affaire - Marque Anonyme,396009,13632,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,17,42
5353,c0d4a39ca40e8c150cce3a31de763cb8d396de3409370c15fc5ea72c2cdd5cbb,1c01cf3eda4b9989590998a03db1d466,1c01cf3eda4b9989590998a03db1d466-10769813930956_1465271910603_2588065,fr,137001,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-07 15:20:36.0,Lit Mezzanine Avec Toboggan,491234,35327,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,11,159
5426,b5632faf73406270dca76fb12c8f2ed49ee6f8c974fc2a0a3767d7f8188f9062,a2fe7aa9dd155f4dc7db0a45494a1f0c,a2fe7aa9dd155f4dc7db0a45494a1f0c-1076982536245_1465310950514_1620535,fr,137001,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-07 16:49:12.0,Alinea Tema Lit-banquette gigogne 90x190cm gris,462083,204399,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,9,67
5656,8a0991ca02bcd97ebc2f939837c95fae3c89e1a2a346176fcbf8d4f47e865cfb,dfd6c81f956f7d48493a9e32dbe3c9b5,dfd6c81f956f7d48493a9e32dbe3c9b5-10769825010970_1465270818862_2590227,fr,137001,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-07 05:40:29.0,DREAMEA Ensemble relaxation plots 100% latex HOMERE III de DREAMEA - noir - 2x80x200cm - moteurs OKIN,351921,280667,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,8,47
5735,ff091a30df40416ba279b313bd137bc3eb28aa7a4e4afda8199c09990ed78e39,2ebcfa0c893523e1e51709db1c0132cf,2ebcfa0c893523e1e51709db1c0132cf-10769812120258_1465339814984_2950132,fr,137001,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-08 00:50:17.0,groupon goods Lit surélevé avec sommier,649256,58723,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,96,69
5843,b5632faf73406270dca76fb12c8f2ed49ee6f8c974fc2a0a3767d7f8188f9062,a2fe7aa9dd155f4dc7db0a45494a1f0c,a2fe7aa9dd155f4dc7db0a45494a1f0c-1076982536245_1465307319046_1450358,fr,137001,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-07 15:48:42.0,Alinea Tema Lit-banquette gigogne 90x190cm gris,462083,204399,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,9,67
5983,b5632faf73406270dca76fb12c8f2ed49ee6f8c974fc2a0a3767d7f8188f9062,53eee0acdb57f6fd14b6dc70bebd78a1,53eee0acdb57f6fd14b6dc70bebd78a1-1076982503907_1465310902408_1630654,fr,137001,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-07 16:48:23.0,Alinea Delia Lit 140x200cm avec tête de lit laqué blanc,462083,105416,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,9,63
6115,0e3e2cb1b220e000bacccc45a63252e6b4f6eb2e6e455008422fada4e7c9d5c9,a2b762d6cb6ca08d8fc4fddd7178dcef,a2b762d6cb6ca08d8fc4fddd7178dcef-1076982533987_1465369107666_222041,fr,137001,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-08 08:58:49.0,Ensemble Pour Chambre à Coucher Lit 2 Personnes + Armoire 6 Portes,36350,204030,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,9,60
6151,5d31e73ac86279ae20e05fba942626179e703c831fb507d2920bac327e8281be,442946582545f6983036cf1289641f45,442946582545f6983036cf1289641f45-10769813915870_1464770139399_416559,fr,137001,e0deaf11e0e9a71eb50020e505b7e8d3dda6a6bd9b04f0394fb2a3395f6e7c08,2016-06-08 21:16:56.0,groupon goods Lit led 180 x 200 cm - Blanc ELEC03DB105,237299,85569,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,11,72
6476,169fef2510e25c57deacabfe5232c04294426d75a102899771194d827bb09516,0f31ff2626103061c53a54407d5400e6,0f31ff2626103061c53a54407d5400e6-10769820429994_1465360280275_3328072,fr,137001,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-08 06:31:26.0,Rauch Ensemble Chambre à Coucher Lit 2 Personnes + 2 Chevets 2 Tiroirs - Rauch,57804,19357,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,15,149
6649,029a163a647b9055ace8c246c31d5df03351ae301b563420a052b1ad7bd796dd,06a8ddb01ca754fd6449480ec0db35c1,06a8ddb01ca754fd6449480ec0db35c1-10769825012447_1465424941607_2584117,fr,137001,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-09 00:29:03.0,Lit Mi-haut Combiné 1 Personne + Commode + Bureau Coulissant - Marque Anonyme,6553,8597,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,15,71
6718,97967196ef86fcdadce648cb3163d16b9f906686fb6ffe4a00d6057306f0a2f9,2351353382f1fa31788fe36a36255156,2351353382f1fa31788fe36a36255156-1076982533987_1465372359890_341289,fr,137001,b97084e1ce8caf1cdf015fbb57d09469faae2a3f0732b4efde2ebe3cf74703ac,2016-06-08 09:52:41.0,sampur Lit Coffre Genie Box Noir 140x190cm + Matelas Golden,386301,44418,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,11,67
6788,b5632faf73406270dca76fb12c8f2ed49ee6f8c974fc2a0a3767d7f8188f9062,a2fe7aa9dd155f4dc7db0a45494a1f0c,a2fe7aa9dd155f4dc7db0a45494a1f0c-10769820419381_1465422880140_2505847,fr,137001,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-08 23:54:42.0,Alinea Tema Lit-banquette gigogne 90x190cm gris,462083,204399,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,9,67
6820,7fb2d8d40b5d98c393a80044a960c50cdb40ec1b9804acfc86f077b950349a9b,c8d587afe12ddeeffc3f1fb99ec5b9d5,c8d587afe12ddeeffc3f1fb99ec5b9d5-10769812113571_1465016579139_2038849,fr,137001,e0deaf11e0e9a71eb50020e505b7e8d3dda6a6bd9b04f0394fb2a3395f6e7c08,2016-06-08 15:28:50.0,HAUCK Lit sleep n play go HAUCK,325575,251829,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,8,47
6925,a9a2e7d3fc6e06a498b1a75ce485328ce7af4893086156025a922ff1a1a49a00,87cc1d9d223b885691aa3aebf0ddbddf,87cc1d9d223b885691aa3aebf0ddbddf-107698411423_1465432686184_2095597,fr,137001,097b9e3b5aa1c12c239498272356ccae695c8e0c68891d3489a94ac0f4862535,2016-06-09 02:38:06.0,Rauch Chambre Enfant Rauch 4 éléments,432207,170486,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,8,64
6956,f94d9ee63933102c3325e375e9db32f513e7a8ca2fb4970cd63e45d2fde3108a,6c352c63da4f870c05314f6f02852932,6c352c63da4f870c05314f6f02852932-107698413180_1465505740146_931767,fr,137001,b97084e1ce8caf1cdf015fbb57d09469faae2a3f0732b4efde2ebe3cf74703ac,2016-06-09 22:55:40.0,reca bedding Lit universal 140x190cm - Noir + Matelas mémoire de forme Sleepflex,634887,135710,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,16,54
6987,a9d3c53e02b284b2507f7bf276d1b3a742ab310720bb667df34deafc585d6618,0f0eba999a0d63a077a84093231439ef,0f0eba999a0d63a077a84093231439ef-1076982513533_1465462340080_525695,fr,137001,9e669dbb2aeb2e5b67616e3f5a56fcaf7e0ab8bff5e5f4da18c174e4885aba82,2016-06-09 10:59:14.0,REVERIE Ensemble Matelas Ressorts + Sommier,432669,19184,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,11,78
6988,e8d9656d97f7cf7acaf7889de61960fcb18084b127b653b3ceed0e48336539e1,ad57b47ff340b7562fb530fc1bfb008b,ad57b47ff340b7562fb530fc1bfb008b-10769825020931_1465476053545_1135454,fr,137001,b97084e1ce8caf1cdf015fbb57d09469faae2a3f0732b4efde2ebe3cf74703ac,2016-06-09 14:40:55.0,fournier décoration Lit LED design blanc liseré noir 160x200 + Matelas 160x200 épaisseur 24 cm,592961,217364,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,15,115
7045,a9d3c53e02b284b2507f7bf276d1b3a742ab310720bb667df34deafc585d6618,0f0eba999a0d63a077a84093231439ef,0f0eba999a0d63a077a84093231439ef-1076982513533_1465462340080_525695,fr,137001,9e669dbb2aeb2e5b67616e3f5a56fcaf7e0ab8bff5e5f4da18c174e4885aba82,2016-06-09 10:54:15.0,REVERIE Ensemble Matelas Ressorts + Sommier,432669,19184,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,11,78
7119,5fe93372d837d39ed38716281bc56245aa11e310bc1befdc7545200779392669,6a22c483267fdf12d434a288837cd6e4,6a22c483267fdf12d434a288837cd6e4-1076982517632_1465496222838_760324,fr,137001,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-09 20:17:05.0,REVERIE Sommier tapissier,244302,133205,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,8,151
7124,3ce242504554a0f7d98cad10ab22b8b8297c8e5921ee297478809c4c04fde5a5,c96aefcaae3196b428287bfe5cf744c5,c96aefcaae3196b428287bfe5cf744c5-1076982517632_1465501823347_1006755,fr,137001,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-09 21:50:28.0,groupon goods Lit combiné - Blanc/Gris,155150,252550,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,9,137
7152,a9a2e7d3fc6e06a498b1a75ce485328ce7af4893086156025a922ff1a1a49a00,c982d9aa4f70b23e651963fb9525e093,c982d9aa4f70b23e651963fb9525e093-10769820419381_1465431868746_2691108,fr,137001,097b9e3b5aa1c12c239498272356ccae695c8e0c68891d3489a94ac0f4862535,2016-06-09 02:24:29.0,Lit 1 Ou 2 Personne(s) Parisot Avec Tiroirs + Niches - Marque Anonyme,432207,252670,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,8,94
7194,719a882798267724db9921c63ba000a2ba59124b8ce2e88c8134743416ab8cc4,e81d68e6c17f26d9a918d01599fe8a28,e81d68e6c17f26d9a918d01599fe8a28-107698413180_1465506386581_949885,fr,137001,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-09 23:06:28.0,Colombine Tête de lit Cassandre Colombine®,289538,291037,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,38,124
7200,3ce242504554a0f7d98cad10ab22b8b8297c8e5921ee297478809c4c04fde5a5,442946582545f6983036cf1289641f45,442946582545f6983036cf1289641f45-10769813915870_1464770139399_416559,fr,137001,e0deaf11e0e9a71eb50020e505b7e8d3dda6a6bd9b04f0394fb2a3395f6e7c08,2016-06-09 13:51:31.0,groupon goods Lit led 180 x 200 cm - Blanc ELEC03DB105,155150,85569,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,9,72
7226,a9d3c53e02b284b2507f7bf276d1b3a742ab310720bb667df34deafc585d6618,0f0eba999a0d63a077a84093231439ef,0f0eba999a0d63a077a84093231439ef-1076982513533_1465462340080_525695,fr,137001,9e669dbb2aeb2e5b67616e3f5a56fcaf7e0ab8bff5e5f4da18c174e4885aba82,2016-06-09 10:52:29.0,REVERIE Ensemble Matelas Ressorts + Sommier,432669,19184,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,11,78
7317,2d272adf8a8c7a3100e4cfa93022017035db41ad122f08bf6ad29e66459223f7,1c01cf3eda4b9989590998a03db1d466,1c01cf3eda4b9989590998a03db1d466-10769825232246_1465435488860_2762896,fr,137001,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-10 00:26:22.0,Lit Mezzanine Avec Toboggan,114948,35327,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,14,159
7340,3ce242504554a0f7d98cad10ab22b8b8297c8e5921ee297478809c4c04fde5a5,041d6f2e353f35c18794de25301d479f,041d6f2e353f35c18794de25301d479f-1076981398583_1465500945704_898267,fr,137001,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-09 21:35:49.0,reca bedding Lit universal 140x200cm - Blanc,155150,5300,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,9,94
7361,5d31e73ac86279ae20e05fba942626179e703c831fb507d2920bac327e8281be,ac70e515bd8a29269a15833429e28a92,ac70e515bd8a29269a15833429e28a92-1076981398583_1465492032801_515416,fr,137001,b97084e1ce8caf1cdf015fbb57d09469faae2a3f0732b4efde2ebe3cf74703ac,2016-06-09 19:07:22.0,groupon goods Lit led 140 x 190 cm - Noir liseré blanc ELEC01DB365,237299,216248,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,11,81
7368,b44cf9377c21253478318e22ac95cc7ca5e1231ae69c07365ce3c81bb5dc364c,97796974f7c7bffd5e6f7587b66bf40e,97796974f7c7bffd5e6f7587b66bf40e-10769825114461_1465432993675_2726881,fr,137001,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-09 02:43:15.0,Chambre à Coucher Adulte + Lit 2 Personnes + 2 Chevets + Armoire Dressing 2 Portes - Marque Anonyme,459215,190102,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,11,195
7420,029a163a647b9055ace8c246c31d5df03351ae301b563420a052b1ad7bd796dd,7700c5af740436fd8ecf3ca87321f87c,7700c5af740436fd8ecf3ca87321f87c-1076982513533_1465471724255_952883,fr,137001,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-09 13:28:45.0,Armoire Dressing Penderie 2 Portes Coulissantes Fresh To Go - Marque Anonyme,6553,149284,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,15,84
7471,05a4f45c68a45df3bb1461cb127bf0d0583b593b4ce0531df0bd9e4b8c0b8560,4fa910e881e03716f7c44d0af481d394,4fa910e881e03716f7c44d0af481d394-10769820419290_1465508533578_1216917,fr,137001,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-09 23:42:19.0,groupon goods Lit Richmond - Blanc avec LED intégrées - 160x200cm,14336,100054,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,20,51
7593,3f340d2ec673923b54b7b7001a154d7952d04926b9bbb2cb3e35233586a16832,a087162bf6c3c5bda9bc28dbc8727480,a087162bf6c3c5bda9bc28dbc8727480-1076984110801_1465454749258_138104,fr,137001,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-09 08:45:50.0,Alinea Sevilla Lit coffre blanc avec sommier et tête de lit - 140x190cm,161107,201306,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,9,49
7604,3ce242504554a0f7d98cad10ab22b8b8297c8e5921ee297478809c4c04fde5a5,7a5cfc34451101c0bd110728baf3e58f,7a5cfc34451101c0bd110728baf3e58f-107698413180_1465501591133_794438,fr,137001,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-09 21:46:34.0,sampur Lit coffre Strass LED 140 x 190 simili cuir - Blanc,155150,153578,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,9,91
7627,64a399ec361faf874e4cfa32cc3d378d2b572265eb28328eaf8076a9466752f4,79c01eca4dda53f7b7c4cdd9dffc7b62,79c01eca4dda53f7b7c4cdd9dffc7b62-1076981215604_1465471471202_928180,fr,137001,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-09 13:24:32.0,Alinea Brooklyn Tête de lit prunier avec rangements pour lit en 140cm,256363,152807,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,10,50
7651,a9d3c53e02b284b2507f7bf276d1b3a742ab310720bb667df34deafc585d6618,5faeb96695461497484988fb90ad0b2d,5faeb96695461497484988fb90ad0b2d-1076981215604_1465469796552_853947,fr,137001,9e669dbb2aeb2e5b67616e3f5a56fcaf7e0ab8bff5e5f4da18c174e4885aba82,2016-06-09 13:01:20.0,REVERIE Ensemble matelas Latex + sommier,432669,120284,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,11,57
7678,b44cf9377c21253478318e22ac95cc7ca5e1231ae69c07365ce3c81bb5dc364c,fd09240fc094ce14f630889952708c71,fd09240fc094ce14f630889952708c71-10769813929095_1465432486482_2696635,fr,137001,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-09 02:34:48.0,Rauch Ensemble Lit + Armoire + 2 Chevets Sans éclairage Pour Chambre à Coucher 2 Personnes - Rauch,459215,317303,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,11,124
7808,7d6d8d0b430c450d888eb9e022c12885de3a80101ae12097337a0a1c1d812690,0f31ff2626103061c53a54407d5400e6,0f31ff2626103061c53a54407d5400e6-10769820419381_1465447293127_2963040,fr,137001,6272c77f46f068bbd7ff791a927e3890a884defa689d819f3af1742cdd75081c,2016-06-09 22:46:02.0,Rauch Ensemble Chambre à Coucher Lit 2 Personnes + 2 Chevets 2 Tiroirs - Rauch,319730,19357,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,9,149
7897,719a882798267724db9921c63ba000a2ba59124b8ce2e88c8134743416ab8cc4,8d2c024a6912371c6ed3930ae8f0d4b1,8d2c024a6912371c6ed3930ae8f0d4b1-10769825210522_1465454062269_177973,fr,137001,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-09 08:34:27.0,groupon goods Lit Athena LED 180 x 200cm simili cuir - Noir + Matelas mémoire de forme,289538,177277,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,38,107
7949,be06aaabbeebba65c8c31d38d534d78483cc4224023cf7b1e420212904acd772,d1a2ace4a5bcb027016a1416463cf073,d1a2ace4a5bcb027016a1416463cf073-1076982533987_1465438012414_2801976,fr,137001,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-09 18:11:07.0,AM.PM Tête de lit Songe,484184,262759,57828,Literie,Beds and Mattresses,137001 136801 601,136801.0,Furniture,13,71
