,UserId,OfferId,OfferViewId,CountryCode,Category,Source,UtcDate,OfferTitle,User,Offer,Cat_clicks,Category_Name,Translate,Ancestor_ID,filha_1,filha_1_name,UserTotalClicks,ProductClicks
4043,7776deead7ccafe25b448e401735504c1ee0a31eb04f50647f4e832f1d26ad19,2f431e439630d9ad3b4d21424d80c2a4,2f431e439630d9ad3b4d21424d80c2a4-10769825010654_1466533756977_411927,de,134101,4a06e2959719a9c78e144378c99c7aa7b0d792186483fb4205ae7766532b5386,2016-06-21 20:29:39.0,Exeltis Germany GmbH Serelys Tabletten,194193,60287,9966,Medikamente,Drugs,134101 133601 132801 601,132801.0,Health and beauty,8,13
4113,af0046c4282b0f18bc807e2eb71a45b9f4295367133267e1e9ca5e8d70eb0214,cf30cc1722bb41b38aa9150b87562a85,cf30cc1722bb41b38aa9150b87562a85-10769820426806_1466484506045_659032,de,134101,4a06e2959719a9c78e144378c99c7aa7b0d792186483fb4205ae7766532b5386,2016-06-21 06:52:56.0,PASCOE Pharmazeutische Präparate GmbH ASTHMA INJEKTOPAS SL Ampullen 10X2 ml,284383,263547,9966,Medikamente,Drugs,134101 133601 132801 601,132801.0,Health and beauty,12,12
4114,af0046c4282b0f18bc807e2eb71a45b9f4295367133267e1e9ca5e8d70eb0214,cf30cc1722bb41b38aa9150b87562a85,cf30cc1722bb41b38aa9150b87562a85-10769820426806_1466484506045_659032,de,134101,4a06e2959719a9c78e144378c99c7aa7b0d792186483fb4205ae7766532b5386,2016-06-21 06:55:42.0,PASCOE Pharmazeutische Präparate GmbH ASTHMA INJEKTOPAS SL Ampullen 10X2 ml,284383,263547,9966,Medikamente,Drugs,134101 133601 132801 601,132801.0,Health and beauty,12,12
4246,7776deead7ccafe25b448e401735504c1ee0a31eb04f50647f4e832f1d26ad19,2f431e439630d9ad3b4d21424d80c2a4,2f431e439630d9ad3b4d21424d80c2a4-10769825010654_1466533756977_411927,de,134101,4a06e2959719a9c78e144378c99c7aa7b0d792186483fb4205ae7766532b5386,2016-06-21 20:35:44.0,Exeltis Germany GmbH Serelys Tabletten,194193,60287,9966,Medikamente,Drugs,134101 133601 132801 601,132801.0,Health and beauty,8,13
4267,af0046c4282b0f18bc807e2eb71a45b9f4295367133267e1e9ca5e8d70eb0214,cf30cc1722bb41b38aa9150b87562a85,cf30cc1722bb41b38aa9150b87562a85-10769820426806_1466484506045_659032,de,134101,4a06e2959719a9c78e144378c99c7aa7b0d792186483fb4205ae7766532b5386,2016-06-21 06:52:49.0,PASCOE Pharmazeutische Präparate GmbH ASTHMA INJEKTOPAS SL Ampullen 10X2 ml,284383,263547,9966,Medikamente,Drugs,134101 133601 132801 601,132801.0,Health and beauty,12,12
4371,af0046c4282b0f18bc807e2eb71a45b9f4295367133267e1e9ca5e8d70eb0214,cf30cc1722bb41b38aa9150b87562a85,cf30cc1722bb41b38aa9150b87562a85-10769820426806_1466484506045_659032,de,134101,4a06e2959719a9c78e144378c99c7aa7b0d792186483fb4205ae7766532b5386,2016-06-21 06:49:41.0,PASCOE Pharmazeutische Präparate GmbH ASTHMA INJEKTOPAS SL Ampullen 10X2 ml,284383,263547,9966,Medikamente,Drugs,134101 133601 132801 601,132801.0,Health and beauty,12,12
4388,af0046c4282b0f18bc807e2eb71a45b9f4295367133267e1e9ca5e8d70eb0214,cf30cc1722bb41b38aa9150b87562a85,cf30cc1722bb41b38aa9150b87562a85-10769820426806_1466484506045_659032,de,134101,4a06e2959719a9c78e144378c99c7aa7b0d792186483fb4205ae7766532b5386,2016-06-21 06:55:29.0,PASCOE Pharmazeutische Präparate GmbH ASTHMA INJEKTOPAS SL Ampullen 10X2 ml,284383,263547,9966,Medikamente,Drugs,134101 133601 132801 601,132801.0,Health and beauty,12,12
4399,7776deead7ccafe25b448e401735504c1ee0a31eb04f50647f4e832f1d26ad19,2f431e439630d9ad3b4d21424d80c2a4,2f431e439630d9ad3b4d21424d80c2a4-10769825010654_1466533756977_411927,de,134101,4a06e2959719a9c78e144378c99c7aa7b0d792186483fb4205ae7766532b5386,2016-06-21 20:33:40.0,Exeltis Germany GmbH Serelys Tabletten,194193,60287,9966,Medikamente,Drugs,134101 133601 132801 601,132801.0,Health and beauty,8,13
4492,af0046c4282b0f18bc807e2eb71a45b9f4295367133267e1e9ca5e8d70eb0214,cf30cc1722bb41b38aa9150b87562a85,cf30cc1722bb41b38aa9150b87562a85-10769820426806_1466484506045_659032,de,134101,4a06e2959719a9c78e144378c99c7aa7b0d792186483fb4205ae7766532b5386,2016-06-21 06:55:59.0,PASCOE Pharmazeutische Präparate GmbH ASTHMA INJEKTOPAS SL Ampullen 10X2 ml,284383,263547,9966,Medikamente,Drugs,134101 133601 132801 601,132801.0,Health and beauty,12,12
4494,7776deead7ccafe25b448e401735504c1ee0a31eb04f50647f4e832f1d26ad19,2f431e439630d9ad3b4d21424d80c2a4,2f431e439630d9ad3b4d21424d80c2a4-10769825010654_1466533756977_411927,de,134101,4a06e2959719a9c78e144378c99c7aa7b0d792186483fb4205ae7766532b5386,2016-06-21 20:33:18.0,Exeltis Germany GmbH Serelys Tabletten,194193,60287,9966,Medikamente,Drugs,134101 133601 132801 601,132801.0,Health and beauty,8,13
4499,af0046c4282b0f18bc807e2eb71a45b9f4295367133267e1e9ca5e8d70eb0214,cf30cc1722bb41b38aa9150b87562a85,cf30cc1722bb41b38aa9150b87562a85-10769820426806_1466484506045_659032,de,134101,4a06e2959719a9c78e144378c99c7aa7b0d792186483fb4205ae7766532b5386,2016-06-21 06:51:18.0,PASCOE Pharmazeutische Präparate GmbH ASTHMA INJEKTOPAS SL Ampullen 10X2 ml,284383,263547,9966,Medikamente,Drugs,134101 133601 132801 601,132801.0,Health and beauty,12,12
4592,7776deead7ccafe25b448e401735504c1ee0a31eb04f50647f4e832f1d26ad19,2f431e439630d9ad3b4d21424d80c2a4,2f431e439630d9ad3b4d21424d80c2a4-10769825010654_1466533756977_411927,de,134101,4a06e2959719a9c78e144378c99c7aa7b0d792186483fb4205ae7766532b5386,2016-06-21 20:33:46.0,Exeltis Germany GmbH Serelys Tabletten,194193,60287,9966,Medikamente,Drugs,134101 133601 132801 601,132801.0,Health and beauty,8,13
4594,af0046c4282b0f18bc807e2eb71a45b9f4295367133267e1e9ca5e8d70eb0214,cf30cc1722bb41b38aa9150b87562a85,cf30cc1722bb41b38aa9150b87562a85-10769820426806_1466484506045_659032,de,134101,4a06e2959719a9c78e144378c99c7aa7b0d792186483fb4205ae7766532b5386,2016-06-21 06:54:04.0,PASCOE Pharmazeutische Präparate GmbH ASTHMA INJEKTOPAS SL Ampullen 10X2 ml,284383,263547,9966,Medikamente,Drugs,134101 133601 132801 601,132801.0,Health and beauty,12,12
4697,7776deead7ccafe25b448e401735504c1ee0a31eb04f50647f4e832f1d26ad19,2f431e439630d9ad3b4d21424d80c2a4,2f431e439630d9ad3b4d21424d80c2a4-10769825010654_1466533756977_411927,de,134101,4a06e2959719a9c78e144378c99c7aa7b0d792186483fb4205ae7766532b5386,2016-06-21 20:33:33.0,Exeltis Germany GmbH Serelys Tabletten,194193,60287,9966,Medikamente,Drugs,134101 133601 132801 601,132801.0,Health and beauty,8,13
4761,af0046c4282b0f18bc807e2eb71a45b9f4295367133267e1e9ca5e8d70eb0214,cf30cc1722bb41b38aa9150b87562a85,cf30cc1722bb41b38aa9150b87562a85-10769820426806_1466484506045_659032,de,134101,4a06e2959719a9c78e144378c99c7aa7b0d792186483fb4205ae7766532b5386,2016-06-21 06:55:36.0,PASCOE Pharmazeutische Präparate GmbH ASTHMA INJEKTOPAS SL Ampullen 10X2 ml,284383,263547,9966,Medikamente,Drugs,134101 133601 132801 601,132801.0,Health and beauty,12,12
6431,340d899fc3c45784e79c11f1f31fa38137bf6c4a034fcbf77745f18388f80a06,77ca238c8fb6c4b88a20542bc618243d,77ca238c8fb6c4b88a20542bc618243d-10769825013266_1466748622296_25403,de,134101,22bb70d5745725c3f8bf9bd3cf83ffc078ec126eda1567e3b77992961fa1b0d6,2016-06-24 10:05:59.0,Weleda Geschenkset Schutz vor Wind und Wetter,84538,152212,9966,Medikamente,Drugs,134101 133601 132801 601,132801.0,Health and beauty,9,28
6500,abe376c394870da0f4dabead7ab566c1562705cf1d91f0dce0823c6f81a74a69,77ca238c8fb6c4b88a20542bc618243d,77ca238c8fb6c4b88a20542bc618243d-10769812118593_1466793185697_360485,de,134101,22bb70d5745725c3f8bf9bd3cf83ffc078ec126eda1567e3b77992961fa1b0d6,2016-06-24 23:04:27.0,Weleda Geschenkset Schutz vor Wind und Wetter,279350,152212,9966,Medikamente,Drugs,134101 133601 132801 601,132801.0,Health and beauty,10,28
6632,c7eae12f0e16f2da672de840cad03f0109e9eab345bcb62f523a212788a3a0f9,92063a42b321135944b084e65ad3e878,92063a42b321135944b084e65ad3e878-107698419746_1466777147695_136052,de,134101,22bb70d5745725c3f8bf9bd3cf83ffc078ec126eda1567e3b77992961fa1b0d6,2016-06-24 16:17:14.0,Töpfer Babycare Wind & Wetter Ringelblumensalbe - 75 ml - Körpercreme - Kosmetik,325029,185567,9966,Medikamente,Drugs,134101 133601 132801 601,132801.0,Health and beauty,12,35
7486,9f1bc96e2d52329baa5494ca67062984cd6aac1cee0dfc6dff9a20cf83fa3577,f5cd43fd0793c4e16813b55161cad8ac,f5cd43fd0793c4e16813b55161cad8ac-10769825111191_1466956682172_399942,de,134101,22bb70d5745725c3f8bf9bd3cf83ffc078ec126eda1567e3b77992961fa1b0d6,2016-06-26 17:58:12.0,Gatapex Medical Ltd. Gatapex Kinesiology-Tape 5cm x 5,258422,312810,9966,Medikamente,Drugs,134101 133601 132801 601,132801.0,Health and beauty,9,11
8361,2088cfd305f4bf3331e4b9de6fab72d68d2f3cf008ed038f0294e15147c9c86d,db8ee2411440883d23a7ffe5d05ac8dc,db8ee2411440883d23a7ffe5d05ac8dc-1076982509707_1467022908979_108280,de,134101,22bb70d5745725c3f8bf9bd3cf83ffc078ec126eda1567e3b77992961fa1b0d6,2016-06-27 12:21:50.0,Gatapex Medical Ltd. Gatapex Kinesiology-Tape 5cm x 5,52792,279264,9966,Medikamente,Drugs,134101 133601 132801 601,132801.0,Health and beauty,13,15
9789,7064b6a34b1be88cea55aebe5caaac282ad56ac8a47c448cb4981ab8df8adcfc,92063a42b321135944b084e65ad3e878,92063a42b321135944b084e65ad3e878-10769825330331_1467277146052_92824,de,134101,22bb70d5745725c3f8bf9bd3cf83ffc078ec126eda1567e3b77992961fa1b0d6,2016-06-30 11:49:49.0,Töpfer Babycare Wind & Wetter Ringelblumensalbe - 75 ml - Körpercreme - Kosmetik,182678,185567,9966,Medikamente,Drugs,134101 133601 132801 601,132801.0,Health and beauty,9,35
9810,a6333cb132402d4ce36b04243abfa7a8cddcee8332392d4eb7f4bb587cd93ff9,77ca238c8fb6c4b88a20542bc618243d,77ca238c8fb6c4b88a20542bc618243d-10769825220468_1467263437923_888,de,134101,22bb70d5745725c3f8bf9bd3cf83ffc078ec126eda1567e3b77992961fa1b0d6,2016-06-30 07:10:49.0,Weleda Geschenkset Schutz vor Wind und Wetter,270015,152212,9966,Medikamente,Drugs,134101 133601 132801 601,132801.0,Health and beauty,9,28
10171,32d3feacea939ce19c012c4fffa216a4d52c4dcfbe6205d5eba893274a0ee09d,3fa034f49aba80b0ab64696616cd7f6d,3fa034f49aba80b0ab64696616cd7f6d-1076982529341_1464819326246_605523,de,100354123,de08e3066ad92af6163c1759104a0e8487f39405d6471385601cff3d154cfd1a,2016-06-02 00:15:26.0,Lada Niva 4x4 Taiga - ABS- Euro5-sofort verfügbar,82555,81138,38739,Neuwagen & Gebrauchtwagen,New and Used Cars,100354123 172601 601,172601.0,Cars and Motorcycles,13,35
10303,8e71c0013cb518fcb7b34e66528941892268f63b98474f739df86891c46d218a,162decae9179e5b628166ffafca22ab1,162decae9179e5b628166ffafca22ab1-10769825329554_1464782125775_228687,de,100354123,7ffbeedfb14f46f259001cefc4d79048ccef25b9e87207e2d43b65e0e9b6f5f2,2016-06-01 14:19:31.0,Mercedes-Benz B 170 *BlueEfficiency*Lamellendach*Sport-Fahrwerk,231515,28513,38739,Neuwagen & Gebrauchtwagen,New and Used Cars,100354123 172601 601,172601.0,Cars and Motorcycles,9,94
10318,7e3be3f2ee85cae22fa25bb3b21e2b4496829e3d0d59bb5090a7b80072a951af,8d1dffc3a66882b2f63aeafc24d4f071,8d1dffc3a66882b2f63aeafc24d4f071-10769825119737_1464808778342_504851,de,100354123,0cc5e761ab6bcf93922f3a419f96c89359a77da0e4afe8fbf50456e298d8fe0f,2016-06-01 21:19:39.0,Mercedes-Benz E 270 E-Klasse Lim. E 270 CDI,205208,179343,38739,Neuwagen & Gebrauchtwagen,New and Used Cars,100354123 172601 601,172601.0,Cars and Motorcycles,10,52
10325,a831fc9d0dd4f52b41da36a916a796ed41119a139d3fd7e81e2e261d4d5116d7,7eb30ac2c7556a3408511c6b38f7dbc5,7eb30ac2c7556a3408511c6b38f7dbc5-10769820423616_1464742820535_771466,de,100354123,7ffbeedfb14f46f259001cefc4d79048ccef25b9e87207e2d43b65e0e9b6f5f2,2016-06-01 07:36:01.0,Mercedes-Benz A 140 Classic,273277,160912,38739,Neuwagen & Gebrauchtwagen,New and Used Cars,100354123 172601 601,172601.0,Cars and Motorcycles,11,17
10337,733a59254bad98186b949accf4edc096cfdf0e3b618edf6cca959df3e576dc2a,2172c8464d109d6e3e2837cc3d3d4f5f,2172c8464d109d6e3e2837cc3d3d4f5f-10769825229641_1464751671066_842155,de,100354123,f7151fb3a6269230dcaa048646568c53ad69ab3b3d24ae1c36a656b438f5c4ab,2016-06-01 20:55:02.0,Volkswagen Polo Cross Cross 1.4 59 kw 80 PS Climatronik Sitzh,187285,42783,38739,Neuwagen & Gebrauchtwagen,New and Used Cars,100354123 172601 601,172601.0,Cars and Motorcycles,16,25
10384,7e3be3f2ee85cae22fa25bb3b21e2b4496829e3d0d59bb5090a7b80072a951af,04ab0460f36b12d22fd4321eaa9b39cb,04ab0460f36b12d22fd4321eaa9b39cb-10769812128889_1464809597555_509411,de,100354123,de08e3066ad92af6163c1759104a0e8487f39405d6471385601cff3d154cfd1a,2016-06-01 21:33:18.0,Piaggio Ape APE 501 MP,205208,6085,38739,Neuwagen & Gebrauchtwagen,New and Used Cars,100354123 172601 601,172601.0,Cars and Motorcycles,10,27
10407,7f9a646666874e72ec66de0700907167b40e6bd3a242a4c0d6acd8157b53a110,6d8de4c404fa8329f77453296d399309,6d8de4c404fa8329f77453296d399309-10769820422865_1464767674804_85027,de,100354123,7ffbeedfb14f46f259001cefc4d79048ccef25b9e87207e2d43b65e0e9b6f5f2,2016-06-01 10:34:17.0,Mercedes-Benz A 150 Avantgarde * TEILLEDER * EURO 4 *,207491,139176,38739,Neuwagen & Gebrauchtwagen,New and Used Cars,100354123 172601 601,172601.0,Cars and Motorcycles,8,51
10572,d8d1dd4123ebe88b01dbaa92a944bcd20bd2ca551680c5def73db8d713d19e71,fcc7f4cf52b358db692b25e14c162873,fcc7f4cf52b358db692b25e14c162873-10769825315188_1464750040328_826859,de,100354123,7ffbeedfb14f46f259001cefc4d79048ccef25b9e87207e2d43b65e0e9b6f5f2,2016-06-01 09:48:41.0,Trucks-Lkw Volvo FH 500 Globetrotter XL EEV - Top,352596,321642,38739,Neuwagen & Gebrauchtwagen,New and Used Cars,100354123 172601 601,172601.0,Cars and Motorcycles,9,83
10745,1005cb0569e7f5ccba52f7bf9f08cc5052c0f44d7270445844abe0923a49a272,c518d17222200af1baefc4e450f80e5c,c518d17222200af1baefc4e450f80e5c-10769825329554_1464789243338_297914,de,100354123,7ffbeedfb14f46f259001cefc4d79048ccef25b9e87207e2d43b65e0e9b6f5f2,2016-06-01 16:31:07.0,Volkswagen Touran /7SITZER/NAVI/SITZHEIZUNG,26044,250679,38739,Neuwagen & Gebrauchtwagen,New and Used Cars,100354123 172601 601,172601.0,Cars and Motorcycles,8,156
10792,d8d1dd4123ebe88b01dbaa92a944bcd20bd2ca551680c5def73db8d713d19e71,75f9aa1430b0e847acb3040e7207784f,75f9aa1430b0e847acb3040e7207784f-1076982529341_1464767335466_85671,de,100354123,0cc5e761ab6bcf93922f3a419f96c89359a77da0e4afe8fbf50456e298d8fe0f,2016-06-01 09:48:56.0,Dacia Duster dCi 110 FAP 4x2 Prestige,352596,149846,38739,Neuwagen & Gebrauchtwagen,New and Used Cars,100354123 172601 601,172601.0,Cars and Motorcycles,9,30
10817,1005cb0569e7f5ccba52f7bf9f08cc5052c0f44d7270445844abe0923a49a272,d41b7f2321d8a81907b761f2d9603efe,d41b7f2321d8a81907b761f2d9603efe-10769825229641_1464751671066_842155,de,100354123,f7151fb3a6269230dcaa048646568c53ad69ab3b3d24ae1c36a656b438f5c4ab,2016-06-01 14:54:43.0,Mercedes-Benz GLK 220 BT 4M AMG/COMAND//EASY-P. HECKKLAPPE,26044,269670,38739,Neuwagen & Gebrauchtwagen,New and Used Cars,100354123 172601 601,172601.0,Cars and Motorcycles,8,43
10825,1005cb0569e7f5ccba52f7bf9f08cc5052c0f44d7270445844abe0923a49a272,162decae9179e5b628166ffafca22ab1,162decae9179e5b628166ffafca22ab1-10769820423616_1464742820535_771466,de,100354123,7ffbeedfb14f46f259001cefc4d79048ccef25b9e87207e2d43b65e0e9b6f5f2,2016-06-01 14:54:34.0,Mercedes-Benz B 170 *BlueEfficiency*Lamellendach*Sport-Fahrwerk,26044,28513,38739,Neuwagen & Gebrauchtwagen,New and Used Cars,100354123 172601 601,172601.0,Cars and Motorcycles,8,94
10864,919da613a0d849e7e3b32a2c126c8be14c27112cf7179e6ac9609d02c08a61e7,74aa4847ae4d00a11bf075d7a81cd14d,74aa4847ae4d00a11bf075d7a81cd14d-10769820422865_1464804860767_458251,de,100354123,de08e3066ad92af6163c1759104a0e8487f39405d6471385601cff3d154cfd1a,2016-06-01 20:14:21.0,BMW 525d xDrive Limousine M Sportpaket Head-Up LED,236701,148132,38739,Neuwagen & Gebrauchtwagen,New and Used Cars,100354123 172601 601,172601.0,Cars and Motorcycles,9,40
10905,18816f186e32fee719d26d70358795315cc9f68a5e4a1379d3b673e25c265baf,2b5e0aefaef9f680cb1d1e34453e3b0e,2b5e0aefaef9f680cb1d1e34453e3b0e-1076984112859_1464777667770_167719,de,100354123,de08e3066ad92af6163c1759104a0e8487f39405d6471385601cff3d154cfd1a,2016-06-01 12:41:08.0,Nissan Qashqai N-Connecta :LAGER+Panorama+18,39773,55294,38739,Neuwagen & Gebrauchtwagen,New and Used Cars,100354123 172601 601,172601.0,Cars and Motorcycles,15,15
10967,959c0d2dd9c0bed5bd77117c65c03611ddcda27763778ff6aabae725e3bff874,d41b7f2321d8a81907b761f2d9603efe,d41b7f2321d8a81907b761f2d9603efe-10769825119737_1464804572412_460710,de,100354123,de08e3066ad92af6163c1759104a0e8487f39405d6471385601cff3d154cfd1a,2016-06-01 20:09:35.0,Mercedes-Benz GLK 220 BT 4M AMG/COMAND//EASY-P. HECKKLAPPE,243118,269670,38739,Neuwagen & Gebrauchtwagen,New and Used Cars,100354123 172601 601,172601.0,Cars and Motorcycles,17,43
11033,a831fc9d0dd4f52b41da36a916a796ed41119a139d3fd7e81e2e261d4d5116d7,bd78fd8f61268624662f6f1b3d7ec247,bd78fd8f61268624662f6f1b3d7ec247-10769825325683_1464891298308_437846,de,100354123,de08e3066ad92af6163c1759104a0e8487f39405d6471385601cff3d154cfd1a,2016-06-02 20:14:59.0,Ligier Ambra -50KM/H Fahrzeug-Automatic-Getriebe-2-Sitze,273277,241065,38739,Neuwagen & Gebrauchtwagen,New and Used Cars,100354123 172601 601,172601.0,Cars and Motorcycles,11,24
11044,826b64051ef35590766b47558b7ecb3718bd9787ab1bbe17129b7feb515419ef,7b77553a80a31ccf5d0fe2a387748575,7b77553a80a31ccf5d0fe2a387748575-10769825024926_1464839885509_750922,de,100354123,7ffbeedfb14f46f259001cefc4d79048ccef25b9e87207e2d43b65e0e9b6f5f2,2016-06-02 14:25:48.0,Mercedes-Benz G 230 Mercedes Puch 230GE Wolf Multi schweizer Armee,212047,156890,38739,Neuwagen & Gebrauchtwagen,New and Used Cars,100354123 172601 601,172601.0,Cars and Motorcycles,31,74
11123,53ab5f77561f8e8c738127b05d65ccdb0c0f676b64e27e5cdfb017d48b28a15c,bfbc5b47d4e0d058ca651a4c60b95444,bfbc5b47d4e0d058ca651a4c60b95444-107698413815_1464879839214_310207,de,100354123,de08e3066ad92af6163c1759104a0e8487f39405d6471385601cff3d154cfd1a,2016-06-02 17:03:59.0,Mercedes-Benz Viano 3.0 CDI V6 204PS DPF Marco Polo *Comand *Glas-SHD*,136070,243880,38739,Neuwagen & Gebrauchtwagen,New and Used Cars,100354123 172601 601,172601.0,Cars and Motorcycles,44,85
11140,deca18f1743d87f34003ee775b4899ccecb31cae11d8dbda96bea28ededba11f,35761ab6debc5bc05655307bae18c506,35761ab6debc5bc05655307bae18c506-107698413815_1464899771894_514621,de,100354123,de08e3066ad92af6163c1759104a0e8487f39405d6471385601cff3d154cfd1a,2016-06-02 22:36:21.0,Hyundai ix20 1.6 Automatik Lenk+Sitzh.Klima,362232,68138,38739,Neuwagen & Gebrauchtwagen,New and Used Cars,100354123 172601 601,172601.0,Cars and Motorcycles,10,18
11174,959c0d2dd9c0bed5bd77117c65c03611ddcda27763778ff6aabae725e3bff874,7eb30ac2c7556a3408511c6b38f7dbc5,7eb30ac2c7556a3408511c6b38f7dbc5-1076984112859_1464836490620_702287,de,100354123,de08e3066ad92af6163c1759104a0e8487f39405d6471385601cff3d154cfd1a,2016-06-02 05:01:30.0,Mercedes-Benz A 140 Classic,243118,160912,38739,Neuwagen & Gebrauchtwagen,New and Used Cars,100354123 172601 601,172601.0,Cars and Motorcycles,17,17
11204,42a8e1123f84fe2b065d550ed87dffacb744a60eeef8a194c35ec2ee6d12fc15,cc2474b5cd17f46c9481d1a23a9092e0,cc2474b5cd17f46c9481d1a23a9092e0-10769820415078_1464869835567_217228,de,100354123,de08e3066ad92af6163c1759104a0e8487f39405d6471385601cff3d154cfd1a,2016-06-02 14:17:16.0,Volkswagen Touran Comfortline: 7Sitzer+WinterPak+Lederle...,108433,259648,38739,Neuwagen & Gebrauchtwagen,New and Used Cars,100354123 172601 601,172601.0,Cars and Motorcycles,10,30
